,Unnamed: 0,title,poster,release_date,over_view
66,66,로스트 인 오즈,/t/p/w94_and_h141_bestv2/bYPm31BjQed8fqbly7BFPjsOjLH.jpg,"6월 26, 2015","12살 소녀 도로시 게일은 충직한 강아지 토토와 함께 캔자스에 있는 집으로 돌아가기 위해 착한 마녀 글린다를 찾아 떠난다. 이 여정에서 도로시는 새 친구들을 만나고, 그들과 함께 상상도 할 수 없는 신비한 모험을 겪는다."
67,67,악당,/t/p/w94_and_h141_bestv2/5Fw4SQhCRZfmVR8QKVtCvRKSQqK.jpg,"12월  8, 2022","수로의 체포에 실패하고 공개적으로 망신을 당한 니노 스코텔라로의 삶은 하루아침에 끝장이 나고 만다. 마피아가 니노의 존엄성과 사랑, 자유를 모두 앗아가지만, 운명은 니노에게 두 번째 기회를 선사한다. 시칠리아로 돌아온 니노는 미국에서 온 사촌 발두초 레모라 행세를 하며 복수를 위한 계획을 실행한다."
68,68,Marc Márquez: All In,/t/p/w94_and_h141_bestv2/75KnQaNYRdGQ2eUOxkCHla98J0W.jpg,"2월 20, 2023",정보 없음
69,69,트랜스페어런트,/t/p/w94_and_h141_bestv2/mrLzehvZpm5osA4MlMR41gYayWZ.jpg,"9월 26, 2014",페퍼먼 가족의 가장인 모트의 극적인 고백으로 가족들의 비밀이 하나둘씩 밝혀진다. 각자가 어떻게 변하는지 깨닫기 시작하면서 그들의 인생은 서로 다른 방향으로 흘러간다.
70,70,무한의 주인: Immortal,/t/p/w94_and_h141_bestv2/QgzPVGxED2TLdMBQzzbXwu12D.jpg,"10월 10, 2019","무한의 주인은 일본의 만화로, 사무라 히로아키의 작품이다. 〈월간 애프터눈〉 에서 1993년 6월부터 2012년 12월까지 연재되었다. 작가의 데뷔작으로, 약칭은 무겐닌이다. 에도 시대를 배경으로 하고 있지만, 기발한 의상을 몸에 걸친 인물과 독창적인 무기가 다수 등장한다. 또한 본 작품의 특징은 주인공이 혈선충이라고 불리는 것을 몸에 품고 불로불사의 육체를 가지고 있다는 설정이 있다."
71,71,모던 러브 도쿄,/t/p/w94_and_h141_bestv2/bC4ygdG0TubCbYpM8USPdTed9Rq.jpg,"10월 21, 2022","뉴욕 타임스'의 동명 칼럼을 바탕으로 한 인기 Amazon 오리지널 시리즈 '모던 러브'는 2019년부터 방영되고 있다. 이제 새롭게 단장한 '모던 러브'가 도쿄를 배경으로 한 '모던 러브 도쿄'로 돌아온다. 7개의 에피소드로 이루어진 시리즈에는 주요 영화감독과 배우들이 참여해 거의 잊힌 사랑, 모자간의 사랑, 그리고 국경을 초월하는 사랑 등 다양한 '사랑'의 형태를 묘사한다."
72,72,Noticia de un Secuestro,/t/p/w94_and_h141_bestv2/gNlnZcrAKVkL2j7U1CN4EuqpLB9.jpg,"8월 12, 2022",정보 없음
73,73,De viaje con los Derbez,/t/p/w94_and_h141_bestv2/o1lAdiCYmCuDb25wyBCJQMeUhVA.jpg,"10월 18, 2019",정보 없음
74,74,아우터 레인지,/t/p/w94_and_h141_bestv2/nO2qkja0cYBlx59fJ89TnrzDvHe.jpg,"4월 14, 2022",자신의 땅과 가족을 지키려고 애쓰는 목장주가 와이오밍주의 황무지 끝에서 알 수 없는 미스터리를 발견하는 사건을 중심으로 진행된다.
75,75,프리스마,/t/p/w94_and_h141_bestv2/pIchcp9TPlGxKqbK78J3NqK6akj.jpg,"9월 21, 2022",마르코와 안드레아의 관계와 정체성을 탐색하는 드라마다. 두 사람은 똑같이 생긴 일란성 쌍둥이지만 서로 전혀 다른 방식으로 삶에 접근한다. 쌍둥이는 주위의 기대에 따르는 삶 대신 자신이 진정 원하는 삶을 살기 위한 자아 발견의 여정을 떠난다. 여기 동참한 두 사람의 친구들도 저마다 세상 속에서 있을 곳을 찾아 헤맨다.
76,76,솔로,/t/p/w94_and_h141_bestv2/szoC8f6wAXGmgn0aiSDroRx7Ngs.jpg,"5월 21, 2021","총 7개의 이야기로 구성된 ""솔로"" 는 앤솔러지 시리즈로, 인간으로 사는 것이 어떤 의미인지에 대해 기묘하고 아름다우며 가슴 아픈 놀라운 진실을 탐구한다. 이 시대 최고의 배우 8명이 참여했으며, 우리의 현재와 미래를 다루는 이 앤솔러지 시리즈는 모두가 공감하는 인류 역사상 가장 고립된 순간을 반영한다."
77,77,그들,/t/p/w94_and_h141_bestv2/aI5067AphKpSvg72O1JDwHi3eYz.jpg,"4월  9, 2021",'그들'은 미국을 배경으로 한 공포 시리즈다.  첫 번째 시즌은 1950년대에 노스캐롤리아나주에서 백인 동네인 로스앤젤레스로 이사한 흑인 가족이 주인공이다.
78,78,홈커밍,/t/p/w94_and_h141_bestv2/6GTzd7ZeivgBOrIn45720nsq0TU.jpg,"11월  1, 2018","선의. 이상한 상사들. 쌓여만 가는 피해망상. 걷잡을 수 없이 퍼지는 예상치 못한 결과들. 하이디 (줄리아 로버츠)는 군인들이 민간 생활에 적응하도록 돕는 홈커밍에서 일한다. 몇 해가 지난 후, 국방부에서 나온 직원은 새로운 인생을 시작한 하이디에게 홈커밍을 떠난 이유를 묻는다. 하이디는 자신이 자기 자신에게 말해 온 이야기에 전혀 다른 이면이 있음을 깨닫는다."
79,79,할렘,/t/p/w94_and_h141_bestv2/qDK5ZUl2ad2IxoRABbuvVt2NW9v.jpg,"12월  2, 2021","‘할렘’은 미국 흑인 문화의 성지인 뉴욕 할렘에 사는 세련되고 꿈 많은 네 친구의 이야기를 담고 있다. 카밀은 컬럼비아 대학교의 젊고 인기 많은 인류학 교수다. 다양한 문화의 연애 방식에 박식하지만, 본인의 연애 사업만큼은 마음대로 되지 않는다. 타이는 성공한 성 소수자 소개팅 앱 제작자로, 자신의 연약한 모습이나 사귀는 사람을 주변에 드러내길 꺼린다. 퀸은 엄청난 로맨티시스트이자 신탁 자금 패션 디자이너로 사업이 어려운 상황에서도 세상에 도움이 되고자 한다. 앤지는 자신감 넘치고 쾌활하며 솔직한 성격의 가수이자 배우로 퀸과 함께 집세 없이 화려한 삶을 즐긴다. 네 사람은 20대를 벗어나 일, 연애, 꿈 모두 새로운 단계에 들어선다."
80,80,패트리엇,/t/p/w94_and_h141_bestv2/xq3xeWFfjb8UeNy1y9JMUhL6Ptq.jpg,"11월  3, 2015","이란의 핵무기화를 막기 위해, 정보 요원 존 타브너는 모든 안전망을 포기하고 아주 위험한 미드웨스턴 공업 배관 회사 중급사원으로 ‘비공식 위장’을 하는 임무를 맡게 된다."
81,81,동,/t/p/w94_and_h141_bestv2/tl1Gyi1Ee9HCRD7IieZScoJL9I4.jpg,"6월  4, 2021","마약과 끊임없는 전쟁을 치르는 아버지, 그리고 마약을 도저히 끊을 수 없는 아들. 이 드라마는 동전의 양면과도 같은 이야기를 전한다. 경찰인 빅토르는 코카인 밀수를 소탕하기 위해 평생을 바친다. 아들인 페드루는 마약에 중독되고, 리우데자네이루의 악질 강도가 된다. 과연 아버지의 사랑으로 아들의 인생을 구원할 수 있을까?"
82,82,Grind,/t/p/w94_and_h141_bestv2/1mEhrkvKRy47wMunBoWKW2PFSXl.jpg,"1월 20, 2023",정보 없음
83,83,Dino Dana,/t/p/w94_and_h141_bestv2/3SpAcG3BywMrW458qRR8i8wlsBG.jpg,"5월 26, 2017",정보 없음
84,84,싱글로 살아남기,/t/p/w94_and_h141_bestv2/AekaNXu9c28e7Ujku95ml7rAhxz.jpg,"6월 26, 2020",행복을 원하는 30대 친구들의 이야기이다. 친구들과의 우정에 의지하면서 혼란 속에서 싱글로 사는 의미를 찾아 나서고 이런 여정을 통해 이들은 성장하고 깨닫는다. 사랑을 찾고 싱글로 사는 등 드라마 같은 인생이 때론 감당하기 어려워 보이지만 실상은 그렇지 않다는 걸 깨닫게 되는데...
85,85,미르자푸르,/t/p/w94_and_h141_bestv2/yuwE4sI4HxzAI4Sq2i1ja36kwCT.jpg,"11월 15, 2018","무자비한 아칸다난드 트리파티는 카펫 수출 사업으로 돈을 벌어들인 백만장자이자 미르자푸르의 보스이다. 아직 자리를 물려받기에 모자란 무나는 유산을 상속받기 위해 어떤 짓도 서슴지 않는다. 무나는 결혼식 도중 일으킨 사고로 인해 변호사 라마칸트 판디트와 그의 아들 구두, 바블루와 얽히게 되고, 이는 결국 무법 도시에서 야망, 권력, 탐욕이 한데 뒤섞인 싸움을 초래한다."
86,86,로어,/t/p/w94_and_h141_bestv2/xNixoyzlSfJVy3Lp7AB1Vwrg2Va.jpg,"10월 13, 2017","워킹 데드와 엑스 파일의 책임 프로듀서가 제작한 이 단편 시리즈는 에런 맨키의 팟캐스트 '로어'를 스크린으로 가져와 우리에게 최악의 악몽을 선사했던 실제 사건들을 파헤친다. 로어는 드라마틱한 장면, 애니메이션, 기록, 내레이션 등을 종합하여 뱀파이어, 늑대인간, 시체 도둑 등 우리가 아는 괴담이 어떻게 사실에 기초하고 있는지 알아본다."
87,87,쿵푸 팬더: 팬더 마을의 운명,/t/p/w94_and_h141_bestv2/byv0s9soOczVk0mD2f3gLm8spzZ.jpg,"11월 15, 2018",네 명의 꼬마 팬더들은 우연히 고대 쿵푸 마스터의 기를 얻게 된 후 용의 사부 포에게서 쿵푸를 배우고 모험을 시작한다.그들은 팬더 마을에서 비밀스럽게 수련을 해왔지만 그들의 기를 빼앗아 세상을 다스리려는 평화로운 수도승인 척 하는 고대 악당에게 맞서야 한다.
88,88,유토피아,/t/p/w94_and_h141_bestv2/oMY53BtS9vOTAhKgWr2gNYyLBOw.jpg,"9월 25, 2020","유토피아는 기이한 만화 ‘유토피아’의 음모가 진짜라는 걸 알게 되면서 뭉친 한 무리의 젊은 팬들을 따라가는 음모 스릴러다. 이 드라마는 우리가 알고 있는 것처럼 인류와 세계의 멸망을 예언하며, 야망에 찬 이 언더독들은 극도로 꼬이는 모험에 나서며 그 와중에 발견한 것들을 폭로해서 자신들, 그리고 결정적으로 인류를 구하려 한다."
89,89,내 안의 나,/t/p/w94_and_h141_bestv2/5Byf0mciDQU8sMtw0pjsV3veKaq.jpg,"3월 16, 2023",정보 없음
90,90,LOL: Chi ride è fuori,/t/p/w94_and_h141_bestv2/mWyhHaKtXTUwgCRwNcfp7z8QcLH.jpg,"4월  1, 2021",정보 없음
91,91,디아블로 가디언,/t/p/w94_and_h141_bestv2/GOG2NTHEtgvrLIAHoqOi243Cdn.jpg,"5월  3, 2018","멕시코에서의 삶이 싫증 난 비올레타는 돈 가방을 들고 뉴욕으로 달아난다. 작가인 피그는 이야기의 소재를 찾는 데 혈안이 되어 있다. 비올레타는 피그를 수호 악마로 삼게 되고, 앞일은 생각하지 않은 채 마음껏 법을 어기며 몸을 팔아 돈을 번다. 그러던 중 네파스의 함정에 걸려들고 만 비올레타는 자유를 되찾기 위해 탈출을 감행한다."
92,92,질투 게임,/t/p/w94_and_h141_bestv2/yP8ORJ1uvBbYuGoPlLTTHWdMp6X.jpg,"10월  7, 2022",절친 넷의 축하 파티가 악몽 그 자체로 변한다. 우정과 질투가 한자리에 있으면 독이 되는 법.
93,93,루프 이야기,/t/p/w94_and_h141_bestv2/56D0QFyLhrRp1ZTBz8Gw10qtZas.jpg,"4월  3, 2020",사이먼 스탈렌하그의 경이로운 그림에서 착안한 '루프 이야기'. 우주의 신비를 탐험하고 과학 소설로 격하할 만한 일들을 가능케 할 기계인 루프 주변에 사는 이들의 초현실적 모험을 다룬다.
94,94,나이트 스카이,/t/p/w94_and_h141_bestv2/juwOjcai3aYJvybwAhLS79miHq1.jpg,"5월 19, 2022","은퇴한 부부 아이린과 프랭클린 요크는 비밀을 간직하고 있다. 뒷마당 지하에는 기이한 버려진 행성으로 향하는 기적 같은 방이 있다는 것. 수수께끼 속의 젊은 남자가 도착하자, 조용히 지내던 요크 부부의 인생은 뒤집히고 자신들이 잘 안다고 생각했던 의문의 방은 그 상상 이상의 장소인 것으로 드러나고 만다. 시시 스페이섹과 JK 시먼스가 출연한다."
95,95,디너 클럽,/t/p/w94_and_h141_bestv2/bN0ExkmOkGX3ktyZ90MprSps3ao.jpg,"9월 24, 2021",정보 없음
96,96,언던,/t/p/w94_and_h141_bestv2/wwCclQaT9tIAHVbAkGwQvnNUSm6.jpg,"9월 12, 2019",자기파괴적 성격을 가진 고집불통 주인공 ‘알마’는 동생의 결혼식을 앞두고 치명적인 자동차 사고를 당한다. 하지만 사고를 당하기 전 창밖으로 어렸을 때 죽은 그녀의 아버지를 보게된다. 병원에서 생사의 경계선을 넘는 동안 다시 나타난 아버지는 실제로 말을 걸고 과거 자신이 죽은 이유를 찾아달라고 한다. 시도때도 없이 그녀에게 나타나는 시간여행과 차원이동을 두고 병원에선 그녀에게 조현병과 정신분열일 수 있다고 한다. 하지만 이런 와중에 남자친구는 뭔가 미심쩍은 행동을 하기 시작하고 동생의 결혼은 다가온다. 과연 그녀는 아버지의 죽음에 얽힌 비밀을 풀 수 있을까? 또한 동생의 결혼식은 무사히 마칠 수 있을까?
97,97,ショート・プログラム,/t/p/w94_and_h141_bestv2/6xwZ0R7sYPpz0m5WpHyeVtcs2ww.jpg,"3월  1, 2022",정보 없음
98,98,닌자라,/t/p/w94_and_h141_bestv2/2EkTiYPBvW3R1221Sk4436PkoHt.jpg,"1월  8, 2022",몸 안에 잠들어있는 시노비의 힘을 보다 강력하게 끌어내 주는 '닌자껌'
99,99,Deutschland,/t/p/w94_and_h141_bestv2/4fuXvK2RSPrDupmiidke165u7lt.jpg,"6월 17, 2015",정보 없음
100,100,페이퍼 걸스,/t/p/w94_and_h141_bestv2/6eaySyOW29li0CgXHqy7pgb0IUT.jpg,"7월 28, 2022","1988년 헬 데이, 에린, 맥, 티퍼니, KJ의 신문 배달 경로가 방해받으면서 이들은 자신도 모르게 시간을 여행하게 된다. 시즌 1에서는 1988년의 집으로 돌아가려는 소녀들의 여정을 다룬다. 이 과정에서 이들은 타임라인 통제권을 두고 싸우는 두 분파를 만나고, 자신들의 미래와 마주하면서 미래의 자신들이 살아가는 현실을 받아들이려 애쓴다."
101,101,패밀리맨,/t/p/w94_and_h141_bestv2/7HGh3YX5vZHZ2TMd10JZZ2gcMay.jpg,"9월 20, 2019","짜릿한 액션 드라마 시리즈 패밀리맨. 테러로부터 나라를 지켜야 함은 물론, 기밀 유지와 압박에 시달려야 하는 박봉의 직업 때문에 흔들리는 가족까지 지켜내야 하는 국가수사국 특별 요원인 중산층 주인공의 이야기를 그렸다."
102,102,"Iosi, el espía arrepentido",/t/p/w94_and_h141_bestv2/pwEg9DQxndVp4xEKn5xWd1RCu9I.jpg,"4월 29, 2022",정보 없음
103,103,장 클로드 반 존슨,/t/p/w94_and_h141_bestv2/1xWb5jAoe2s8ufyxNLrEweVOp1o.jpg,"8월 19, 2016","세계적인 무술 액션 배우인 장 클로드 반담이 세계적인 무술 액션 배우인 ""장 클로드 반담""이면서 에이전시에 소속된 ""존슨""이란 비밀 공작원을 연기한다."
104,104,미망인,/t/p/w94_and_h141_bestv2/f1UCZ21QfcfuOOQGnczTOJWk1dn.jpg,"2월 28, 2019",남편의 실종 사건을 파헤치기 위해 콩고로 떠난 조지아는 그곳에서 사랑하는 이가 겪은 진실을 찾으려 한다.
105,105,Martin Mystère,/t/p/w94_and_h141_bestv2/nAxpKhVuaMmPXx4iLUPa7lpEySY.jpg,"10월 23, 2003",정보 없음
106,106,Operación Marea Negra,/t/p/w94_and_h141_bestv2/euP8KQvgfWtpMdsjV2ixdod1pIA.jpg,"2월 25, 2022",정보 없음
107,107,Madres: amor y vida,/t/p/w94_and_h141_bestv2/te26INRvdvWfh2HBj0gUpl8IBno.jpg,"5월  8, 2020",정보 없음
108,108,핸드 오브 갓,/t/p/w94_and_h141_bestv2/uTykpEIdJmWVM5Q3N4QrZHjkkbP.jpg,"8월 28, 2014",판사 퍼넬 아들이 권총으로 자살을 하고 식물인간이 되면서 일어나는 이야기
109,109,쓰리 파인즈,/t/p/w94_and_h141_bestv2/czgQMaDBnuqYyLNxcN76lw14duB.jpg,"12월  1, 2022","캐나다 퀘벡의 작은 시골 마을을 배경으로, 베테랑 경감 아르망 가마슈(알프레드 몰리나)가 일련의 살인사건을 수사하며 묻혀 있던 비밀을 발견하게 되는 미스터리 드라마"
110,110,Sin límites,/t/p/w94_and_h141_bestv2/8RAmN8pN40ZGDT8tYp3savTrqPs.jpg,"6월 17, 2022",정보 없음
111,111,물드는 세계의 내일로부터,/t/p/w94_and_h141_bestv2/oFWVlKXVjBjLzlacSxANuII2LUe.jpg,"10월  5, 2018","이야기의 시작은 수십년 후의 나가사키. 작은 마법이 남은, 조금은 이상한 세계."
112,112,가면라이더 BLACK SUN,/t/p/w94_and_h141_bestv2/euD7DIigoWVI1iS3f5l3HnCGirL.jpg,"10월 28, 2022",가면라이더 시리즈 탄생 50주년 기념 기획의 일환인 가면라이더 BLACK의 리부트 작품
113,113,"Real Madrid, la leyenda blanca",/t/p/w94_and_h141_bestv2/tztDDxTtOR5Rp5FMSOCrBUWE0J0.jpg,"2월 11, 2022",정보 없음
114,114,엘 프레지덴테,/t/p/w94_and_h141_bestv2/cmVS5lcu9I1a2qMaA0TR38kSnJs.jpg,"6월  5, 2020","칠레의 작은 동네의 별 볼 일 없는 구단 회장이었으나 하루아침에 칠레 프로 축구 협회장이 된 세르히오 하두에. 하두에는 축구계의 대부 훌리오 그론도나의 제자가 되어 권력을 맛보고, 동시에 축구계의 거대 비리를 파헤치고 남미 축구 연맹 회장들을 전부 잡아들이려는 FBI의 핵심 열쇠가 된다."
115,115,Desaparecidos,/t/p/w94_and_h141_bestv2/8dwPtIg5UxZeqwAmzKJYo7tQ6oZ.jpg,"6월 19, 2020",정보 없음
116,116,Pastewka,/t/p/w94_and_h141_bestv2/g0xxcia1LBiSTlzbpglbTXsyEHz.jpg,"9월  9, 2005",정보 없음
117,117,피트더캣,/t/p/w94_and_h141_bestv2/eTug1KuDsrQ4jMIN6zaEnERfSnd.jpg,"12월 25, 2017",정보 없음
118,118,모던 러브 암스테르담,/t/p/w94_and_h141_bestv2/bRxWr1IwLEwjfIEdDJzwMhK5Zr2.jpg,"12월 16, 2022","드라마 시리즈 '모던 러브 암스테르담'에서는 여섯 가지 사랑 이야기를 다루며, 인생의 문제와 위기 속에서 사랑은 언제나 승리한다는 사실을 알려준다. 아이를 갖고 싶어 하는 소망, 개방적인 관계의 위기, 잃어버린 과거의 사랑을 슬퍼하고 새로운 사랑을 받아들여 미래에 적응하는 이야기까지. 어떤 형태가 됐든 사랑은 보편적이다."
119,119,"Selección Argentina, la serie - Camino a Qatar",/t/p/w94_and_h141_bestv2/dLeqKotFP8dTHk5fadCHlcc5iiV.jpg,"7월 22, 2022",정보 없음
120,120,트루스 시커스,/t/p/w94_and_h141_bestv2/zRva67XCxkCRt4WuobrVVysdufU.jpg,"10월 30, 2020",영국 전역의 버려진 정신 병원들과 발견되지 않은 제2차 세계 대전 벙커들을 찾아가 유령 출몰 장면을 촬영하는 파트타임 초자연 현상 수사관들에 관한 초자연 코미디다. 이들은 초자연 현상을 점차 경험해 갈수록 끔찍한 음모와 치명적인 결과를 마주하게 된다.
121,121,와일드 앤드 프리: 플로리아노폴리스,/t/p/w94_and_h141_bestv2/xC2TvgTQbRnXrI9MSl8yRzNFRl6.jpg,"3월 20, 2020","비아, 하몽, 타이, 루앙, 나트, 그리고 무릴루가 여름휴가를 즐기기 위해 플로리파에 돌아온다. 아나라는 새로운 친구가 합류해 말도 안 되는 일을 벌이는 한편, 신비로운 섬의 자연 경관과 밤에 즐길 만한 곳을 누빈다."
122,122,Súbete a mi moto,/t/p/w94_and_h141_bestv2/9Fsee2p5qiac3GGmQjRUOK8oCp0.jpg,"10월  9, 2020",정보 없음
123,123,투 올드 투 다이 영,/t/p/w94_and_h141_bestv2/xGBwXf02Mu2zzqxh6TomLC7xfk7.jpg,"6월 10, 2019","어느 비극적인 밤, 로스앤젤레스 카운티의 보안관보 마틴 존스의 삶은 무참히 깨지고, 그는 카르텔 군인, 야쿠자 암살단, 정체불명의 자경단으로 가득한 지하 세계에 발을 들여놓는다. 살인과 신비주의, 복수의 비현실적 여정에 빠진 마틴에게 과거의 죄가 서서히 목을 조여온다."
124,124,언더그라운드 레일로드,/t/p/w94_and_h141_bestv2/CrrTqw7LHafnbdH9UcK60aOZSm.jpg,"5월 13, 2021",남북 전쟁 전 남부를 배경으로 자유를 향한 코라 랜들의 필사적인 시도를 기록한다. 소문으로만 듣던 지하 철로를 찾기 위해 조지아주 대농장을 탈출한 코라는 남부 지하에서 단순한 비유가 아닌 실제 철로를 발견한다.
125,125,라우더밀크,/t/p/w94_and_h141_bestv2/n9OpiTPynQDamlNyBPZgubMunKL.jpg,"10월 17, 2017",까칠한 상담사 샘 루더밀크와 친구들은 그에게 상담을 받고 있는 친구들의 고민들을 직접 도와주며 살아가는 내용의 시리즈물
126,126,HITOSHI MATSUMOTO Presents ドキュメンタル,/t/p/w94_and_h141_bestv2/9toue2Z4gBmiubgvTnFBKjbKlW7.jpg,"11월 30, 2016",정보 없음
127,127,로마노프 가문,/t/p/w94_and_h141_bestv2/chZjmnJhKt9nliQy7gvwIPp7QQm.jpg,"10월 11, 2018","매드맨'의 제작자가 만든 '로마노프 가문'은 전 세계를 배경으로 자신들이 러시아 왕실 가족의 후손이라고 믿는 사람들에 관한 8가지 다른 이야기를 담은 단편 시리즈다. 에런 엑하트, 다이앤 레인, 이자벨 위페르, 크리스티나 헨드릭스, 존 슬래터리, 어맨다 피트, 잭 휴스턴, 캐스린 한, 노아 와일, 폴 라이저, 앤드루 라넬스 등이 출연한다."
128,128,짱구는 못말려 외전,/t/p/w94_and_h141_bestv2/xh1De5r8wVfNxxey2huJAIRQORx.jpg,"8월  3, 2016","짱구는 못말려 첫 방영 25주년을 기념해 2016년 8월 3일부터 프라임 비디오를 통해 방영된 단편 애니메이션이다. 시리즈마다 매주 수요일마다 1화씩, 총 13화까지 공개했으며, 총 52화의 에피소드가 공개되었다."
129,129,모 아니면 도: 아스널,/t/p/w94_and_h141_bestv2/4LztV8nZYJy30BVVpI1IwMhX8Dd.jpg,"8월  4, 2022","모 아니면 도: 아스널 편은 상징적인 이 축구팀의 잊기 힘든 한 시즌을 취재한다. 팬들이 경기장으로 돌아오면서 아스널의 감독인 미켈 아르테타와 그의 어린 팀에게는 과거의 영광을 되찾고 챔피언스리그에 진출해야 한다는 압박감이 시작된다. 전례 없던 구단 공개로 경기장 안과 밖에서의 울고 웃는 삶을 포착하고 있는 그대로의 드라마틱하고, 열정 가득한, 진정한 축구의 모습을 담았다."
130,130,도쿄 뱀파이어 호텔,/t/p/w94_and_h141_bestv2/sg2MBPMW8Ys11VTS51NxtLAC1vU.jpg,"6월 16, 2017","마나미가 22살이 되던 생일날, 식당에서 대량 살인이 일어난다. 마나미는 죽어라 도망쳤지만, 드라큘라의 일원인 케이와 코르빈, 일명 네오 뱀파이어의 야마다에게 쫓기게 된다. 마나미는 드라큘라 족을 구한다고 예언된 선택받은 사람이었다. 코르빈 족은 인간들의 피를 그들에게 공급할 수 있게 젊은 인간들을 모이게 하는 계획을 세운다. 케이의 임무는 무엇일까? 그리고 마나미의 운명은 무엇일까?"
131,131,Wir Kinder vom Bahnhof Zoo,/t/p/w94_and_h141_bestv2/i599uegofUJNvr8Ky5aNguPOhvq.jpg,"2월 19, 2021",정보 없음
132,132,Alpha House,/t/p/w94_and_h141_bestv2/m4IAk3Wefk5OpVAH7lnMXgjwbrB.jpg,"4월 19, 2013",정보 없음
133,133,유루캠프,/t/p/w94_and_h141_bestv2/5wJK1IMsWtWl1zyx7Uy4lg7rbNL.jpg,"1월  9, 2020",솔로 캠퍼 린이 나데시코와 만남을 계기로 캠핑의 새로운 즐거움을 알아가는 유유자적 일상 드라마
134,134,가면라이더 아마존즈,/t/p/w94_and_h141_bestv2/hOM8oJ0l02Hp0cEeOqzkeJlGv0m.jpg,"4월  1, 2016","가면 라이더 시리즈에서 제작한 4번째 작품으로, 길들여진 하루카와 길들지 않은 진, 두 상반되는 초점을 맞춘다. 다양한 인물들의 사고방식을 통해 시청자는 이 드라마의 미스터리한 이야기에 빠져들게 될 것이다."
135,135,पंचायत,/t/p/w94_and_h141_bestv2/gRKDEpUPd2pp2msmwdgEW34V0SL.jpg,"4월  3, 2020",정보 없음
136,136,다른 곳으로부터 온 급보,/t/p/w94_and_h141_bestv2/zMgkk0ri4IieIJKjKSROAFFl29p.jpg,"3월  1, 2020",정보 없음
137,137,크라이시스 인 식스 씬,/t/p/w94_and_h141_bestv2/fNb2QVOiqxmfDhn4r5F1zZRQog1.jpg,"9월 30, 2016",정보 없음
138,138,파라다이스 시티,/t/p/w94_and_h141_bestv2/fSWXCeTS80yR1vHTLVRRagyQmjQ.jpg,"3월 25, 2021",정보 없음
